index,Date,SP Daily Pct Return,Open,High,Low,Last,Change,Settle,Volume,Previous Day Open Interest,SP_MA,dly chg correlation,dly chg corr mean,Std daily chg correl,upper_correl,lower_correl,signal,Gold-Copp Dly Ret,Gold Price,Copper Price,GoldCopperRatio,MA,rolling_std,signal around 0,,,"4,919",4.90%,signal at positive and negative,,,,,,,
334,1/11/2000,-2.33,1461,1484.5,1459,1459,,1459,2,18,0.189090909,-0.072619796,-0.097124916,0.047655453,-0.001814011,-0.192435821,0,-0.98,286.5,0.839,0.002928447,0.269090909,1.590917826,,,,,,,,,,,,,
335,1/12/2000,0.34,1467,1468.25,1464,1464,,1464,2,18,0.216545455,-0.130482745,-0.099367455,0.04622323,-0.006920996,-0.191813914,0,2.96,285.9,0.862,0.00301504,0.258727273,1.571014127,,,,,,,,,,,,,
336,1/13/2000,-1.37,1444,1479.5,1444,1444,,1444,1,18,0.186,-0.095405721,-0.101067761,0.044248941,-0.012569878,-0.189565644,0,-1.68,287.4,0.852,0.002964509,0.218545455,1.592068789,,,,,,,,,,,,,
337,1/14/2000,3.67,1500,1521,1495.25,1497,,1497,14,18,0.169454545,-0.077962444,-0.102532875,0.042030677,-0.018471521,-0.186594229,0,0.74,287.3,0.858,0.002986425,0.207454545,1.586154467,,,,,,,,,,,,,
338,1/18/2000,0.07,1498,1498,1484.5,1498,,1498,3,14,0.141454545,-0.075651969,-0.103985234,0.039582059,-0.024821115,-0.183149353,0,-1.24,292.1,0.8615,0.002949332,0.186,1.597776928,,,,,,,,,,,,,
339,1/19/2000,-0.7,1493.75,1493.75,1487.5,1487.5,,1487.5,3,16,0.137818182,-0.064867836,-0.104928346,0.037958618,-0.02901111,-0.180845583,0,1.58,292.9,0.8775,0.002995903,0.178363636,1.589931007,,,,,,,,,,,,,
340,1/20/2000,-0.5,1493.5,1493.5,1474.25,1480,,1480,2,15,0.147090909,-0.057731627,-0.105480961,0.03701769,-0.031445581,-0.179516341,0,-0.78,292,0.868,0.002972603,0.19,1.580329314,,,,,,,,,,,,,
341,1/21/2000,0.03,1458.75,1480.5,1458.75,1480.5,,1480.5,2,15,0.137090909,-0.0183455,-0.104918582,0.038106318,-0.028705946,-0.181131218,0.010360446,-0.1,292.3,0.868,0.002969552,0.203272727,1.574659345,buy,67,"-99,194",B,,buy,9,"-13,325",,cover/buy,18,"-26,649",
342,1/24/2000,-1.72,1464.25,1464.5,1425.75,1455,,1455,5,17,0.095272727,0.015965747,-0.103701469,0.040832682,-0.022036105,-0.185366833,0.038001852,-1.33,290.6,0.8515,0.002930145,0.181272727,1.587658484,,,,,,,,,,,,,
343,1/25/2000,-1.17,1435,1440,1424,1438,,1438,17,17,0.068363636,0.051111153,-0.101419948,0.045715524,-0.0099889,-0.192850996,0.061100053,-1.1,289,0.8375,0.002897924,0.108363636,1.551695326,,,,,,,,,,,,,
344,1/26/2000,-0.28,1437.75,1439.5,1425.25,1434,,1434,5,17,0.049454545,0.060924743,-0.098866022,0.050620863,0.002375703,-0.200107747,0.05854904,-0.09,289.1,0.837,0.002895192,0.092,1.54890212,,,,,,,,,,,,,
345,1/27/2000,-0.42,1423,1443.75,1418,1428,,1428,6,20,0.057090909,0.065313691,-0.09628889,0.055186506,0.014084122,-0.206661902,0.051229569,-0.04,289.9,0.839,0.002894101,0.103090909,1.545671223,,,,,,,,,,,,,
346,1/28/2000,-4.03,1415.75,1415.75,1370.5,1370.5,,1370.5,27,30,-0.020181818,0.031569655,-0.093986882,0.057817483,0.021648085,-0.209621849,0.00992157,0.88,286,0.835,0.00291958,0.126545455,1.54752756,,,,,,,,,,,,,
347,1/31/2000,1.44,1388,1417,1378.5,1390.25,,1390.25,10,36,-0.009272727,0.05126058,-0.091366955,0.061045292,0.030723629,-0.213457539,0.020536951,1.67,286.2,0.8495,0.002968204,0.159454545,1.56094157,,,,,,,,,,,,,
348,2/1/2000,3.92,1425,1444.75,1419.25,1444.75,,1444.75,5,37,0.040545455,0.028830286,-0.089170675,0.063159735,0.037148794,-0.215490144,0,-0.49,285.4,0.843,0.002953749,0.155636364,1.562292669,sell,-67,"96,798",B,,,,,,,,,
349,2/2/2000,-0.99,1446.75,1447.25,1430.5,1430.5,,1430.5,3,37,0.022909091,0.057161534,-0.086223144,0.06612284,0.046022536,-0.218468825,0.011138997,-3.21,287.7,0.8225,0.002858881,0.096727273,1.626868219,buy,69,"-98,705",B,,,,,,,,,
350,2/3/2000,1.36,1440.75,1453.5,1399.5,1450,,1450,10,40,0.011454545,0.058042867,-0.083168842,0.068831161,0.05449348,-0.220831165,0.003549387,-0.34,289.9,0.826,0.002849258,0.157818182,1.54255763,,,,,,,,,,,,,
351,2/4/2000,0.02,1450.25,1450.25,1450,1450.25,,1450.25,0,39,0.023818182,0.054522712,-0.080199587,0.071187696,0.062175805,-0.222574978,0,-7.21,313,0.8275,0.00264377,0.024909091,1.834857823,sell,-69,"100,067",B,,,,,,,,,
352,2/7/2000,-0.71,1440,1445,1440,1440,,1440,1,38,0.002,0.039418471,-0.077434235,0.072837761,0.068241288,-0.223109757,0,2.73,304.5,0.827,0.002715928,0.076727273,1.870585227,,,,,,,,,,,,,
353,2/8/2000,1.74,1460,1466.25,1460,1465,,1465,9,41,0.033272727,0.039981722,-0.074707315,0.07438705,0.074066786,-0.223481415,0,0.07,301.7,0.82,0.002717932,0.057454545,1.864984578,,,,,,,,,,,,,
354,2/9/2000,-0.31,1464,1474,1441.5,1460.5,,1460.5,8,43,0.027636364,0.057426316,-0.071437136,0.076181889,0.080926641,-0.223800913,0,-2,308.6,0.822,0.002663642,0.035454545,1.882223683,,,,,,,,,,,,,
355,2/10/2000,-1.85,1437,1444,1433.5,1433.5,,1433.5,6,38,0.016545455,0.054946242,-0.068444654,0.077867348,0.087290041,-0.224179349,0,0.07,318.7,0.8495,0.002665516,0.040363636,1.881950292,,,,,,,,,,,,,
356,2/11/2000,-1.66,1442,1442,1409.75,1409.75,,1409.75,11,38,-0.027090909,0.041674101,-0.065313595,0.078781381,0.092249167,-0.222876357,0,1.09,313.6,0.845,0.002694515,0.057636364,1.88723388,,,,,,,,,,,,,
357,2/14/2000,0.21,1415.25,1417.25,1407.25,1412.75,,1412.75,32,28,-0.023272727,0.042496311,-0.062182421,0.079592377,0.097002332,-0.221367175,0,0.72,311,0.844,0.002713826,0.066909091,1.889248207,,,,,,,,,,,,,
358,2/15/2000,0.87,1417.5,1431,1401,1425,,1425,20,40,-0.000181818,0.043337377,-0.058686857,0.079933574,0.101180292,-0.218554006,0,0.21,304.1,0.827,0.0027195,0.059636364,1.887888261,,,,,,,,,,,,,
359,2/16/2000,-0.18,1421.25,1427.5,1414.5,1422.5,,1422.5,7,35,0.002181818,0.027721134,-0.055642216,0.079978488,0.10431476,-0.215599192,0,-0.17,305,0.828,0.002714754,0.089090909,1.871058596,,,,,,,,,,,,,
360,2/17/2000,-0.88,1404.75,1422.5,1404.5,1410,,1410,3,37,0.008727273,0.018838604,-0.052788086,0.079780703,0.10677332,-0.212349491,0,1.36,303.8,0.836,0.00275181,0.109454545,1.878810122,,,,,,,,,,,,,
361,2/18/2000,-2.98,1401,1402,1368,1368,,1368,17,43,-0.060545455,0.063855792,-0.048988254,0.080276328,0.111564401,-0.20954091,0,-1.61,307.3,0.832,0.002707452,-0.004363636,1.785971842,,,,,,,,,,,,,
362,2/22/2000,0.93,1376,1380.75,1350,1380.75,,1380.75,37,46,-0.054545455,0.066255955,-0.045021383,0.080486022,0.115950662,-0.205993427,0,-0.67,307.7,0.8275,0.002689308,-0.029818182,1.78528812,,,,,,,,,,,,,
363,2/23/2000,0.09,1372.25,1392.25,1365,1382,,1382,24,48,-0.085636364,0.071851309,-0.040851876,0.080492697,0.120133517,-0.20183727,0,3.17,302.4,0.839,0.002774471,0.044727273,1.831992292,,,,,,,,,,,,,
364,2/24/2000,-0.6,1384,1386.5,1351.25,1373.75,,1373.75,40,53,-0.081818182,0.068878269,-0.036636399,0.080048571,0.123460744,-0.196733541,0,-0.1,300.9,0.834,0.002771685,0.026363636,1.828216459,,,,,,,,,,,,,
365,2/25/2000,-1.15,1370,1380,1350,1358,,1358,17,59,-0.089272727,0.026581089,-0.034560592,0.080183025,0.125805458,-0.194926641,0,-0.19,294.6,0.815,0.002766463,-0.040909091,1.764623843,,,,,,,,,,,,,
366,2/28/2000,0.53,1368.75,1382.75,1343,1365.25,,1365.25,77,61,-0.06,0.018943435,-0.032432744,0.080018637,0.12760453,-0.192470018,0,-3.93,296.5,0.788,0.002657673,-0.142363636,1.824981952,,,,,,,,,,,,,
367,2/29/2000,1.7,1366.75,1390.75,1366.75,1388.5,,1388.5,44,79,-0.043454545,0.007057069,-0.030441063,0.079604921,0.128768778,-0.189650904,0,0.54,296.6,0.7925,0.002671949,-0.058181818,1.744526988,,,,,,,,,,,,,
368,3/1/2000,1.03,1396,1404,1389.75,1402.75,,1402.75,52,105,-0.032727273,0.015532014,-0.028399237,0.079311838,0.130224439,-0.187022913,0,0.9,295.8,0.7975,0.002696078,-0.044363636,1.749129692,,,,,,,,,,,,,
369,3/2/2000,0,1400.75,1407.75,1391.25,1402.75,,1402.75,91,147,-0.033272727,0.004525239,-0.02639309,0.078710634,0.131028178,-0.183814357,0,0.5,292.1,0.7915,0.002709688,-0.070363636,1.729759097,,,,,,,,,,,,,
370,3/3/2000,1.92,1400.75,1433,1400.75,1429.75,,1429.75,183,189,0.016545455,0.016259052,-0.023897106,0.077826011,0.131754915,-0.179549128,0,0.55,292.7,0.7975,0.002724633,-0.037636364,1.724045591,,,,,,,,,,,,,
371,3/6/2000,-1.03,1424.75,1428.75,1405.25,1415,,1415,366,379,-0.006909091,0.01207725,-0.021065057,0.076203398,0.13134174,-0.173471854,0,0.5,291.8,0.799,0.002738177,-0.034181818,1.724945185,,,,,,,,,,,,,
372,3/7/2000,-3.16,1412.5,1423,1370.25,1370.25,,1370.25,1160,1023,-0.076181818,0.072118121,-0.016860628,0.074811604,0.13276258,-0.166483837,0,-2.66,296.2,0.7895,0.002665429,-0.096909091,1.756853113,,,,,,,,,,,,,
373,3/8/2000,1,1372.75,1393.75,1366.25,1384,,1384,981,1194,-0.066181818,0.071801133,-0.013178925,0.074084984,0.134991044,-0.161348893,0,0.39,293,0.784,0.002675768,-0.140727273,1.712763475,,,,,,,,,,,,,
374,3/9/2000,2.82,1384.25,1423.5,1376.75,1423,,1423,49536,5974,-0.026,0.077353705,-0.008639014,0.071765237,0.13489146,-0.152169488,0,0.39,295.4,0.7935,0.002686188,-0.142,1.712334772,,,,,,,,,,,,,
375,3/10/2000,-0.37,1423.25,1434.25,1412,1417.75,,1417.75,65615,9561,-0.057454545,0.076930566,-0.00440858,0.069763041,0.135117503,-0.143934662,0,-0.07,292.8,0.786,0.002684426,-0.142181818,1.712326434,,,,,,,,,,,,,
376,3/13/2000,-1.13,1416.75,1418.25,1381.25,1401.75,,1401.75,69428,11559,-0.081636364,0.080717411,-0.000130938,0.067564556,0.134998174,-0.135260049,0,-0.7,294.3,0.7845,0.002665647,-0.152727273,1.713972486,,,,,,,,,,,,,
377,3/14/2000,-1.52,1401.25,1414.25,1376.75,1380.5,,1380.5,77793,12057,-0.138,0.079236896,0.004738545,0.063243891,0.131226326,-0.121749236,0,2.38,292.4,0.798,0.002729138,-0.062181818,1.71383552,,,,,,,,,,,,,
378,3/15/2000,2.32,1378.75,1417.5,1374.5,1412.5,,1412.5,84513,16204,-0.091636364,0.091506827,0.008324259,0.062451745,0.133227749,-0.116579231,0,0.97,292.3,0.8055,0.00275573,-0.088909091,1.685316404,,,,,,,,,,,,,
379,3/16/2000,4.74,1413.25,1481.5,1412.25,1479.5,,1479.5,81423,19516,-0.009636364,0.147496058,0.01267873,0.06366476,0.140008251,-0.114650791,0.007487807,2.06,289.6,0.8145,0.0028125,-0.049454545,1.710032941,buy,67,"-99,127",B,,,,,,,,,
380,3/17/2000,0.61,1477.25,1497.75,1468.25,1488.5,,1488.5,65580,19528,-0.000909091,0.147090442,0.016937633,0.064689597,0.146316827,-0.112441561,0.000773615,0.02,287.6,0.809,0.002812935,-0.042,1.709414455,,,,,,,,,,,,,
381,3/20/2000,-0.71,1486,1490.5,1466.75,1478,,1478,58295,19351,-0.017454545,0.153253868,0.021302711,0.065651091,0.152604893,-0.10999947,0.000648975,-1.41,289.2,0.802,0.002773167,-0.054909091,1.717138956,,,,,,,,,,,,,
382,3/21/2000,3.38,1528,1528,1528,1528,,1528,0,0,0.045272727,0.149311574,0.025226879,0.066745849,0.158718577,-0.108264819,0,-0.01,293.2,0.813,0.002772851,-0.065454545,1.715009792,sell,-67,"102,376",B,,,,,,,,,
383,3/22/2000,0.69,1538.5,1538.5,1538.5,1538.5,,1538.5,0,0,0.099636364,0.151357802,0.029242222,0.067580152,0.164402527,-0.105918083,0,0.54,291.1,0.8115,0.002787702,-0.082727273,1.703801256,,,,,,,,,,,,,
384,3/23/2000,1.75,1565.5,1558.5,1565.5,1565.5,,1565.5,0,0,0.154363636,0.165837744,0.032357058,0.069859828,0.172076715,-0.107362598,0,1.13,288.2,0.8125,0.002819223,-0.068909091,1.71060924,,,,,,,,,,,,,
385,3/24/2000,0.75,1577.25,1566,1577.25,1577.25,,1577.25,0,0,0.215636364,0.197241199,0.03680717,0.072426133,0.181659436,-0.108045097,0.015581763,-0.76,287.9,0.8055,0.002797846,-0.111454545,1.697891305,buy,63,"-99,367",B,,,,,,,,,
386,3/27/2000,-1.08,1560.25,1560.25,1560.25,1560.25,,1560.25,0,0,0.160181818,0.197747596,0.041351642,0.07454844,0.190448523,-0.107745239,0.007299073,0.59,283.2,0.797,0.002814266,-0.090363636,1.699293931,,,,,,,,,,,,,
387,3/28/2000,-0.53,1552,1552,1552,1552,,1552,0,0,0.121272727,0.194797336,0.046579153,0.075052069,0.196683291,-0.103524985,0,0.61,282.2,0.799,0.002831325,-0.079272727,1.70188333,sell,-63,"97,776",B,,,,,,,,,
388,3/29/2000,-0.48,1544.5,1544.5,1540,1544.5,,1544.5,1,1,0.074363636,0.198821103,0.052216572,0.07462197,0.201460512,-0.097027368,0,1.64,278.7,0.802,0.002877646,-0.034727273,1.714420164,,,,,,,,,,,,,
389,3/30/2000,-1.29,1524.5,1524.5,1518.5,1524.5,,1524.5,1,2,0.093272727,0.182188441,0.056849449,0.07463786,0.206125168,-0.09242627,0,0.54,279.1,0.8075,0.002893228,-0.007090909,1.711148275,,,,,,,,,,,,,
390,3/31/2000,1.34,1532,1545,1532,1545,,1545,2,2,0.111454545,0.172859876,0.062364769,0.071688082,0.205740934,-0.081011395,0,-1.12,281.4,0.805,0.002860697,-0.081272727,1.668031724,,,,,,,,,,,,,
391,4/3/2000,-0.97,1530,1532.25,1530,1530,,1530,1,3,0.118727273,0.158556711,0.066982268,0.069482808,0.205947884,-0.071983348,0,0.04,280.4,0.8025,0.002861983,-0.05,1.653564052,,,,,,,,,,,,,
392,4/4/2000,-1.57,1525,1529.75,1481.25,1506,,1506,5,4,0.023454545,0.173960942,0.071562693,0.06803948,0.207641653,-0.064516266,0,-3.32,286.6,0.793,0.002766923,-0.123818182,1.707390787,,,,,,,,,,,,,
393,4/5/2000,1.39,1540.5,1540.5,1522.5,1527,,1527,11,8,0.047454545,0.180838669,0.07622616,0.06653584,0.209297839,-0.05684552,0,0.73,283.8,0.791,0.002787174,-0.088,1.704202214,,,,,,,,,,,,,
394,4/6/2000,0.72,1538,1540.5,1538,1538,,1538,11,8,0.073272727,0.17341741,0.080558619,0.064916646,0.210391911,-0.049274674,0,-3.1,282.7,0.7635,0.002700743,-0.173090909,1.735917809,,,,,,,,,,,,,
395,4/7/2000,0.81,1550.5,1539,1550.5,1550.5,,1550.5,0,8,0.097090909,0.174890038,0.084788103,0.06329759,0.211383284,-0.041807077,0,0.73,282.5,0.7685,0.002720354,-0.145636364,1.738080853,,,,,,,,,,,,,
396,4/10/2000,0.61,1560,1560,1550,1560,,1560,1,9,0.107636364,0.176301943,0.088327148,0.062864487,0.214056123,-0.037401827,0,0.38,284,0.7755,0.002730634,-0.136909091,1.739518742,,,,,,,,,,,,,
397,4/11/2000,-1.28,1540,1560,1534.75,1540,,1540,1,9,0.115636364,0.1561492,0.090875938,0.062717964,0.216311866,-0.034559991,0,0.69,283.7,0.78,0.002749383,-0.100181818,1.735181163,,,,,,,,,,,,,
398,4/12/2000,-0.32,1525,1535,1499.75,1535,,1535,2,8,0.131090909,0.149438517,0.092663708,0.062964404,0.218592517,-0.033265101,0,-0.25,283.5,0.7775,0.002742504,-0.084727273,1.729888516,,,,,,,,,,,,,
399,4/13/2000,-3.83,1476.25,1476.25,1476.25,1476.25,,1476.25,0,8,0.066545455,0.160557821,0.094475219,0.063465598,0.221406415,-0.032455978,0,-0.86,283.2,0.77,0.002718927,-0.098727273,1.733044906,,,,,,,,,,,,,
400,4/14/2000,-6.86,1375,1445,1371.75,1375,,1375,1,8,-0.050545455,0.230150547,0.097472252,0.065908047,0.229288346,-0.034343842,0.0008622,-2.62,284.6,0.7535,0.002647576,-0.145636364,1.766028987,buy,72,"-99,000",B,,,,,,,,,
401,4/17/2000,3.64,1405,1425,1399,1425,,1425,29,14,0.088909091,0.234755111,0.101166533,0.067812626,0.236791786,-0.034458719,0,-1.19,284.2,0.7435,0.002616115,-0.183272727,1.765823755,sell,-72,"102,600",B,,,,,,,,,
402,4/18/2000,2.51,1432,1461.25,1432,1460.75,,1460.75,12,15,0.108363636,0.256956213,0.104906454,0.070623199,0.246152852,-0.036339944,0.010803361,3.26,283,0.7645,0.002701413,-0.154363636,1.809208711,buy,68,"-99,331",B,,,,,,,,,
403,4/19/2000,-0.27,1460,1460,1456.75,1456.75,,1456.75,2,15,0.032181818,0.271345505,0.109315822,0.073305221,0.255926264,-0.03729462,0.015419241,0.77,282.5,0.769,0.002722124,-0.131454545,1.812853713,,,,,,,,,,,,,
404,4/20/2000,-0.14,1454.75,1454.75,1454.75,1454.75,,1454.75,1,15,0.047636364,0.262045884,0.113040992,0.075770189,0.26458137,-0.038499387,0,-0.04,281.5,0.766,0.002721137,-0.073818182,1.762867499,sell,-68,"98,923",B,,,,,,,,,
405,4/24/2000,0.02,1445,1455,1445,1455,,1455,2,14,0.023272727,0.26523051,0.11680804,0.078099762,0.273007564,-0.039391485,0,0.11,281.2,0.766,0.00272404,-0.065636364,1.762653475,,,,,,,,,,,,,
406,4/25/2000,1.86,1478,1495.5,1478,1482,,1482,2,14,0.056727273,0.340950003,0.122015809,0.083249452,0.288514712,-0.044483095,0.05243529,3.58,279.8,0.7895,0.002821658,0.130545455,1.539041811,buy,67,"-99,294",B,,,,,,,,,
407,4/26/2000,2.95,1525.75,1525.75,1525.75,1525.75,,1525.75,1,14,0.123272727,0.357921427,0.127806771,0.088320769,0.30444831,-0.048834767,0.053473117,0.14,277.1,0.783,0.002825695,0.083454545,1.497083854,,,,,,,,,,,,,
408,4/27/2000,-2.34,1520,1520,1463.75,1490,,1490,3,14,0.049090909,0.358922256,0.13360569,0.092804231,0.319214152,-0.052002772,0.039708104,-0.16,281.1,0.793,0.00282106,0.079272727,1.497443321,,,,,,,,,,,,,
409,4/28/2000,-0.57,1481.5,1520,1481.5,1481.5,,1481.5,3,14,0.044363636,0.353570953,0.138990138,0.096807236,0.33260461,-0.054624334,0.020966343,1.33,277.4,0.793,0.002858688,0.139818182,1.479023065,,,,,,,,,,,,,
410,5/1/2000,2.06,1512,1512,1512,1512,,1512,1,14,0.115454545,0.357149602,0.144484745,0.100456209,0.345397163,-0.056427673,0.011752439,0.53,277.5,0.7975,0.002873874,0.148181818,1.479921283,,,,,,,,,,,,,
411,5/2/2000,-1.98,1482,1482,1482,1482,,1482,1,14,0.109636364,0.339413822,0.149898194,0.102808147,0.355514488,-0.0557181,0,1.95,279.7,0.8195,0.002929925,0.163818182,1.494527661,sell,-67,"99,294",B,,,,,,,,,
412,5/3/2000,-3.05,1450,1450,1436.75,1436.75,,1436.75,3,14,0.050363636,0.352269063,0.155530426,0.10527107,0.366072567,-0.055011715,0,-1.02,281.9,0.8175,0.002899965,0.132181818,1.500938831,,,,,,,,,,,,,
413,5/4/2000,0.16,1445,1446,1439,1439,,1439,4,13,0.037454545,0.35105646,0.161125318,0.107354501,0.375834321,-0.053583684,0,-0.62,284,0.8185,0.002882042,0.117090909,1.504310686,,,,,,,,,,,,,
414,5/5/2000,1.22,1446,1456.5,1439.25,1456.5,,1456.5,6,15,0.062909091,0.358353317,0.167136813,0.108990657,0.385118126,-0.050844501,0,2.96,282.9,0.8395,0.00296748,0.174,1.551707065,,,,,,,,,,,,,
415,5/8/2000,-0.58,1448,1452.75,1448,1448,,1448,2,13,0.068363636,0.366784399,0.1734631,0.110313493,0.394090087,-0.047163887,0,0.33,280.3,0.8345,0.002977167,0.155272727,1.54332116,,,,,,,,,,,,,
416,5/9/2000,-0.5,1440.75,1456.25,1445.5,1440.75,,1440.75,2,13,0.113454545,0.348140148,0.178631906,0.111733687,0.40209928,-0.044835468,0,-0.97,281,0.8285,0.002948399,0.166909091,1.532137061,,,,,,,,,,,,,
417,5/10/2000,-1.37,1431,1431,1406,1421,,1421,5,15,0.071636364,0.357430314,0.183925986,0.113199065,0.410324115,-0.042472144,0,-0.48,281.5,0.826,0.002934281,0.170363636,1.530428364,,,,,,,,,,,,,
418,5/11/2000,0.84,1435,1435,1428.25,1433,,1433,2,15,0.085272727,0.373082366,0.189402914,0.114949837,0.419302587,-0.040496759,0,0.91,279.3,0.827,0.002960974,0.129272727,1.477834821,,,,,,,,,,,,,
419,5/12/2000,1.31,1451.75,1451.75,1451.75,1451.75,,1451.75,0,15,0.12,0.378967455,0.195040899,0.116522717,0.428086333,-0.038004535,0,1.61,279.7,0.8415,0.003008581,0.160363636,1.490852309,,,,,,,,,,,,,
420,5/15/2000,1.43,1448,1472.5,1433,1472.5,,1472.5,6,16,0.166909091,0.372047814,0.201322112,0.116584903,0.434491919,-0.031847694,0,-0.33,279.3,0.8375,0.002998568,0.157818182,1.49158093,,,,,,,,,,,,,
421,5/16/2000,1.44,1490,1495.75,1481.25,1493.75,,1493.75,10,17,0.183454545,0.417230566,0.208563696,0.117413514,0.443390724,-0.026263331,0,1.33,279.1,0.848,0.003038338,0.253454545,1.389781782,,,,,,,,,,,,,
422,5/17/2000,-0.79,1480,1482,1470,1482,,1482,8,19,0.138181818,0.417541282,0.216027046,0.11741376,0.450854566,-0.018800474,0,-0.05,276.6,0.84,0.003036876,0.242727273,1.389806081,,,,,,,,,,,,,
423,5/18/2000,0.27,1486,1486,1475.75,1486,,1486,1,20,0.124363636,0.41526026,0.223294832,0.117144576,0.457583984,-0.01099432,0,0.33,276.5,0.8425,0.003047016,0.232363636,1.386936357,,,,,,,,,,,,,
424,5/19/2000,-3.1,1486,1486,1428.75,1440,,1440,11,24,0.068,0.42152492,0.230876644,0.116213996,0.463304636,-0.001551347,0,-0.58,277.3,0.84,0.00302921,0.212727273,1.39071718,,,,,,,,,,,,,
425,5/22/2000,-1.11,1437,1437.5,1395,1424,,1424,17,31,0.012909091,0.426508531,0.238335726,0.115346375,0.469028475,0.007642977,0,-1.82,278.9,0.8295,0.002974184,0.169636364,1.416550274,,,,,,,,,,,,,
426,5/23/2000,-0.98,1429,1435.75,1404.25,1410,,1410,19,31,0.013818182,0.424046386,0.245826074,0.113746649,0.473319372,0.018332776,0,0.82,277.3,0.8315,0.002998558,0.175454545,1.418588002,,,,,,,,,,,,,
427,5/24/2000,1.1,1400,1426.75,1390.25,1425.5,,1425.5,22,41,0.091272727,0.390494145,0.251614729,0.112840402,0.477295532,0.025933925,0,0.71,276.5,0.835,0.003019892,0.236727273,1.36564061,,,,,,,,,,,,,
428,5/25/2000,-0.98,1426.75,1438,1400,1411.5,,1411.5,47,61,0.055272727,0.38657174,0.257337831,0.111526333,0.480390497,0.034285165,0,0.59,273.4,0.8305,0.003037674,0.240363636,1.366322401,,,,,,,,,,,,,
429,5/26/2000,-0.46,1406.25,1416.75,1395,1405,,1405,37,67,-0.004363636,0.392078823,0.263060106,0.110186588,0.483433282,0.04268693,0,-0.46,275,0.8315,0.003023636,0.224909091,1.369402239,,,,,,,,,,,,,
430,5/30/2000,3.06,1416.25,1449.25,1415.75,1448,,1448,54,76,0.058,0.313807485,0.267366959,0.107370028,0.482107016,0.052626902,0,-2.58,275.5,0.8115,0.002945554,0.179272727,1.4202906,,,,,,,,,,,,,
431,5/31/2000,0.24,1447,1460,1442.25,1451.5,,1451.5,149,201,0.082909091,0.309150086,0.27152028,0.104393173,0.480306626,0.062733934,0,0.63,274.8,0.8145,0.002963974,0.203454545,1.416359729,,,,,,,,,,,,,
432,6/1/2000,1.53,1445,1475.5,1444.25,1473.75,,1473.75,151,249,0.138363636,0.33281846,0.276130854,0.101297497,0.478725848,0.07353586,0,-0.59,275.4,0.8115,0.002946623,0.149454545,1.388176819,,,,,,,,,,,,,
433,6/2/2000,1.58,1477,1511,1473,1497,,1497,187,281,0.124909091,0.238198236,0.27879797,0.09823116,0.475260291,0.08233565,0,-5.31,284.2,0.793,0.002790289,0.035272727,1.566283469,,,,,,,,,,,,,
434,6/5/2000,-0.18,1495,1502.25,1490.5,1494.25,,1494.25,203,337,0.035454545,0.194504983,0.279652678,0.097267331,0.474187341,0.085118016,0,-0.27,288.2,0.802,0.00278279,-0.007090909,1.541825124,,,,,,,,,,,,,
435,6/6/2000,-0.64,1492,1497,1480,1484.75,,1484.75,242,425,0.012727273,0.197599623,0.280571027,0.096225429,0.473021885,0.088120169,0,-0.93,291.8,0.8045,0.002757025,-0.024363636,1.54682921,,,,,,,,,,,,,
436,6/7/2000,0.91,1485.25,1500,1479.5,1498.25,,1498.25,951,1052,0.042181818,0.188531385,0.281212436,0.09547571,0.472163856,0.090261017,0,-0.63,290,0.7945,0.002739655,-0.010181818,1.53743713,,,,,,,,,,,,,
437,6/8/2000,-0.63,1495,1500,1480.5,1488.75,,1488.75,56169,6983,-0.030727273,0.186652714,0.281891366,0.094649583,0.471190533,0.0925922,0,1.5,286.8,0.7975,0.002780683,0.017272727,1.550864101,,,,,,,,,,,,,
438,6/9/2000,-0.3,1489,1504.75,1476.75,1484.25,,1484.25,52856,11808,-0.048727273,0.184209352,0.282488667,0.093911355,0.470311376,0.094665958,0,0.2,286.4,0.798,0.002786313,0.011090909,1.549418855,,,,,,,,,"13,358.25",,,,"13,358.25"
